Proveedor,Pets,Categoría,Marca,SKU,Nombre de producto,DIC,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC.1,ENE.1,FEB.1,MAR.1,TOTAL GENERAL,Ventas Prom x Mes,Pronostico Abril,Ventas Abr,Promedio ultimos 3 meses,Time meses en inventario,TOTAL AS,AUTOSHIPS (ACTIVOS-15 DÍAS),AUTOSHIPS (ACTIVOS-30 DÍAS),SAFETY STOCK,STOCK Actual,STOCK- safety stock,Tipo de producto,Cantidades a Ordenar,inventario total
nan,nan,nan,nan,PePPE11831,NA,0.0,0.0,0.0,0,0,3,1,0,2,2,3,4,5,0,0,0,20,1.8,2.25,0,0.0,NA,0,0,0,0.7875,1.0,0.0, ,NA,1.0
BELINA,gato,Alimento,Balance,BagBA2372,"Adulto Gato Pollo - 10, kg",NA,NA,NA,1,2,1,0,0,0,0,2,1,1,3,2,1,14,1.6,2.0,2,1.6666666666666667,1.7999999999999998,2,1,1,1.7,3.0,0.0,BC,0.0,3.0
Nestle,perro,Alimento,Pro Plan,PupPP1410,"Pro Plan Cachorro Razas Grandes - 13, kg",NA,NA,NA,1,1,0,2,1,2,2,2,3,3,3,4,8,32,4.2,5.25,7,6.333333333333333,0.9473684210526316,4,3,1,4.8375,6.0,0.0,AB,NA,6.0
Repagro,gato,Higiene,Activcat,NOgAC2769,"Arena para Gato - 10, kg",NA,2.0,NA,0,0,0,1,0,2,3,1,4,4,1,0,2,20,2.2,2.75,2,1.3333333333333333,1.5,1,1,0,1.9625,2.0,0.0,CB,NA,2.0
Nestle,perro,Alimento,Beneful,PupBE213,"Adulto Original Carne de Res - 10.1, kg",0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,2,1,1,3,10,1.6,2.0,1,1.6666666666666667,1.7999999999999998,1,1,0,1.7,3.0,0.0,CC,NA,3.0
Nestle,perro,Alimento,Pro Plan,PupPP1407,"Pro Plan Cachorro Raza Mediana - 13, kg",1.0,1.0,NA,0,0,0,0,3,0,1,3,2,5,3,3,5,27,3.6,4.5,2,3.3333333333333335,1.5,4,2,1,3.575,5.0,0.0,AB,NA,5.0
BELINA,perro,Alimento,NutriSource,NupNS1298,"Large Breed Lamb Meal And Rice (Cordero y Arroz) - 13.6, kg",NA,NA,1.0,0,0,0,1,0,2,3,3,0,1,1,1,2,15,1.0,1.25,1,1.3333333333333333,1.5,1,1,0,1.4375,2.0,0.0,AC,0.0,2.0
Yanyunis,perro,Alimento,Diamond Naturals,DipDi1186,"Puppy - 18.1, kg",2.0,NA,NA,0,1,0,1,0,0,0,1,2,2,0,0,2,11,1.2,1.5,1,1.0,2.0,1,0,1,0.5249999999999999,2.0,0.0,BC,NA,2.0
Yanyunis,perro,Alimento,Taste Of the Wild,TapTW3118,"Pacific Stream (Salmón Ahumado) - 2.3, kg",0.0,0.0,0.0,0,1,2,0,1,1,1,3,5,4,4,2,4,28,3.8,4.75,5,3.6666666666666665,0.8181818181818182,2,1,0,2.6624999999999996,3.0,0.0,BB,NA,3.0
Yanyunis,perro,Alimento,Taste Of the Wild,TapTW3129,"High Prairie Puppy (Bisonte Asado y Venado Asado) - 2.3, kg",NA,NA,1.0,0,1,1,0,0,1,2,1,0,0,1,2,1,11,0.8,1.0,1,1.3333333333333333,1.5,0,0,0,0.35,2.0,0.0,CC,NA,2.0
Yanyunis,perro,Alimento,Diamond Naturals,DipDN1166,"Light Lamb And Rice - 13.6, kg",0.0,0.0,0.0,0,2,1,0,1,0,1,1,0,0,1,1,2,10,0.8,1.0,1,1.3333333333333333,1.5,2,2,0,2.35,2.0,0.0,BC,NA,2.0
DogHood,perro,Accesorios,ZeeDog,ZepZDA1791,Cyclops - Unica,0.0,0.0,0.0,1,0,2,1,1,0,1,1,0,2,1,2,0,12,1.0,1.25,2,1.3333333333333333,1.5,0,0,0,0.4375,2.0,0.0,CC,0.0,2.0
BELINA,perro,Alimento,NutriSource,NupNS3312,"Grain Free Chicken And Peas (Libre de granos Pollo y Guisantes) - 2.26, kg",NA,NA,NA,1,0,0,0,0,3,4,0,0,0,1,0,0,9,0.2,0.25,2,0.6666666666666666,3.0,4,0,4,0.0875,2.0,0.0,CC,0.0,2.0
nan,nan,nan,nan,FlFT81824,NA,0.0,0.0,0.0,2,0,0,0,1,0,1,0,0,1,0,0,0,5,0.2,0.25,0,0.0,NA,0,0,0,0.0875,0.0,0.0, ,NA,0.0
BELINA,perro,Alimento,NutriSource,NupNS3293,"Senior (Pollo y Arroz) - 2.27, kg",NA,NA,NA,5,0,2,0,0,1,1,0,3,2,5,3,3,25,3.2,4.0,2,2.6666666666666665,0.375,1,1,0,2.4,1.0,0.0,CB,2.0,3.0
BELINA,perro,Alimento,Balance,BapBA1388,"Piel y Pelo - 14.97, kg",NA,NA,1.0,0,1,1,1,1,1,1,2,1,3,0,1,2,16,1.4,1.75,2,1.6666666666666667,1.7999999999999998,2,0,1,0.6124999999999999,3.0,0.0,BC,0.0,3.0
nan,nan,nan,nan,PEpPg5217,NA,NA,1.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
VETIM SA,gato,Alimento,Science Diet,ScgSD31579,"Adult Chicken - 3.18, kg",NA,1.0,1.0,0,1,1,3,0,1,1,0,1,1,1,1,4,17,1.6,2.0,3,2.6666666666666665,1.875,6,1,3,1.7,5.0,0.0,BC,NA,5.0
Repagro,gato,Higiene,Activcat,NOgAC2770,"Arena para Gato - 4, kg",NA,NA,NA,1,0,1,0,1,2,4,1,1,1,2,1,1,16,1.2,1.5,0,0.6666666666666666,3.0,0,0,0,0.5249999999999999,2.0,0.0,CC,NA,2.0
Yanyunis,perro,Alimento,Diamond Naturals,DipDi3184,"Puppy - 3.6, kg",1.0,NA,1.0,0,1,2,0,0,2,1,0,3,0,0,0,2,13,1.0,1.25,0,0.6666666666666666,3.0,0,0,0,0.4375,2.0,0.0,CC,NA,2.0
Yanyunis,perro,Alimento,Diamond Naturals,DipDi1187,"Hi Energy - 22.7, kg",0.0,0.0,0.0,0,0,0,1,2,1,3,2,2,3,3,2,4,23,2.8,3.5,3,3.0,1.0,3,1,0,2.2249999999999996,3.0,0.0,AB,NA,3.0
Nestle,perro,Alimento,Beneful,PupBE215,"Salud Radiante Adulto Salmon - 10, kg",1.0,NA,2.0,2,1,1,0,0,2,0,1,1,2,1,1,2,17,1.4,1.75,4,2.3333333333333335,0.0,3,2,1,2.6125,0.0,0.0,BC,NA,0.0
Herrera & Elizondo,perro,Farmacia,Merial,heMeHe78,1kg a 11kg - Tableta,0.0,0.0,0.0,0,0,0,4,1,2,0,3,3,5,3,4,5,30,4.0,5.0,7,5.333333333333333,2.0625,4,3,1,4.75,11.0,0.0,CB,NA,11.0
Herrera & Elizondo,gato,Alimento,1st CHOICE,1sgFC3790,"Gato Urinario - 1.8, kg",0.0,0.0,0.0,0,0,0,0,2,2,2,4,2,2,3,3,5,25,3.0,3.75,3,3.6666666666666665,0.8181818181818182,2,1,1,2.3125,3.0,0.0,BB,NA,3.0
VETIM SA,perro,Farmacia,Bravecto,BrpBV11611,"250 Mg 4,5­-10 Kg - 250, mg",0.0,0.0,0.0,0,0,0,1,2,1,2,3,2,2,4,3,6,26,3.4,4.25,5,4.666666666666667,1.0714285714285714,7,4,1,5.4875,5.0,0.0,BB,NA,5.0
VETIM SA,perro,Alimento,Prescription Diet,ScpSD31439,"c/d® Multicare Canine - 3.86, kg",0.0,0.0,0.0,0,0,0,0,0,1,3,5,4,7,8,3,4,35,5.2,6.5,3,3.3333333333333335,2.6999999999999997,4,4,0,6.275,9.0,0.0,AB,NA,9.0
Natural pets,gato,Alimento,Natural Pets,NagNP2190,Pescado (BARF) para Gato- 500 Grs - Unidad,0.0,0.0,0.0,0,0,0,0,0,2,6,2,5,4,12,5,4,40,6.0,7.5,5,4.666666666666667,0.42857142857142855,6,1,4,3.625,2.0,0.0,CB,NA,2.0
Nestle,perro,Alimento,Pro Plan,PupPP1411,"Pro Plan Adulto Razas Grandes - 13, kg",NA,1.0,NA,1,1,1,1,2,0,0,0,0,2,1,1,2,13,1.2,1.5,3,2.0,0.5,2,1,1,1.525,1.0,0.0,BC,NA,1.0
nan,nan,nan,nan,PugFF495,NA,0.0,0.0,0.0,0,0,0,0,0,3,4,2,1,8,5,0,0,23,2.8,3.5,0,0.0,NA,0,0,0,1.2249999999999999,10.0,0.0, ,NA,10.0
Repagro,perro,Alimento,MasQPets,MapQP3741,"Jerky Bites - 100, g",0.0,0.0,0.0,2,0,0,0,4,1,0,1,1,2,1,0,1,13,1.0,1.25,1,0.6666666666666666,1.5,0,0,0,0.4375,1.0,0.0,DC,NA,1.0
Yanyunis,gato,Alimento,Taste Of the Wild,TagTW3208,"Rocky Mountain Feline (Venado Asado y Salmón Ahumado) - 2.3, kg",0.0,0.0,0.0,0,0,2,0,0,2,2,3,2,4,1,2,1,19,2.0,2.5,1,1.3333333333333333,3.0,4,0,3,0.875,4.0,0.0,BB,NA,4.0
Cat & Dog Company,perro,Higiene,Cat & Dog Company,CapCD11700,"Spray Anti-Orina - 100, ml",NA,NA,NA,3,0,1,1,0,0,1,0,0,2,2,1,0,11,1.0,1.25,0,0.3333333333333333,0.0,0,0,0,0.4375,0.0,0.0,DC,NA,0.0
Animal Friend,perro,Accesorios,Spunky Pup,SppSU81191,"Glow Stick - 30, cm",1.0,1.0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,0.0
Suplidora Royal,perro,Alimento,Royal Canin,RopRC31326,"Shih Tzu Adulto - 1.5, kg",NA,1.0,1.0,0,0,0,0,0,2,0,0,1,0,0,0,0,5,0.2,0.25,0,0.0,NA,0,0,0,0.0875,3.0,0.0,DD,NA,3.0
nan,nan,nan,nan,BapBA5339,NA,NA,NA,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Herrera & Elizondo,gato,Alimento,1st CHOICE,1sgFC2781,"Gato Indoor Vitality (Pollo) - 10, kg",1.0,NA,NA,1,0,0,1,1,1,1,1,2,1,2,1,2,15,1.6,2.0,2,1.6666666666666667,2.4,3,1,1,1.7,4.0,0.0,BC,NA,4.0
DogHood,perro,Accesorios,ZeeDog,ZepZDA1780,Super Orange - Unica,0.0,0.0,0.0,2,1,1,0,1,0,1,1,0,1,0,0,1,9,0.4,0.5,1,0.6666666666666666,1.5,0,0,0,0.175,1.0,0.0,CC,1.0,2.0
Yanyunis,gato,Alimento,Taste Of the Wild,TagTW2205,"Lowland Feline (Codorniz Asada y Pato Asado) - 6.4, kg",NA,1.0,NA,1,0,1,1,0,0,0,0,1,0,0,3,2,10,1.2,1.5,0,1.6666666666666667,2.4,0,0,0,0.5249999999999999,4.0,0.0,BC,NA,4.0
Repagro,gato,Alimento,MasQPets,MagQP3740,"Higado Cerdo para Gato - 100, g",1.0,2.0,NA,0,1,1,0,1,1,1,0,1,0,1,1,2,13,1.0,1.25,1,1.3333333333333333,2.25,0,0,0,0.4375,3.0,0.0,DC,NA,3.0
Repagro,perro,Higiene,MasQPets,MapQP11015,"Shampoo Eucalipto Cachorro - 400, ml",NA,2.0,NA,0,1,0,0,1,0,0,0,0,0,2,0,0,6,0.4,0.5,0,0.0,NA,0,0,0,0.175,1.0,0.0,DC,NA,1.0
Yanyunis,perro,Alimento,Taste Of the Wild,TapTW1134,"Sierra Mountain (Cordero Rostizado) - 12.7, kg",0.0,0.0,0.0,0,1,0,1,2,1,1,1,1,2,0,0,0,10,0.6,0.75,0,0.0,NA,1,0,1,0.26249999999999996,4.0,0.0,AC,NA,4.0
Herrera & Elizondo,gato,Alimento,1st CHOICE,1sgFC3783,"Gato Indoor Vitality (Pollo) - 2.72, kg",0.0,0.0,0.0,0,1,1,1,1,1,1,2,1,1,1,0,2,13,1.0,1.25,1,1.0,2.0,0,0,0,0.4375,2.0,0.0,CC,NA,2.0
OKAP,perro,Accesorios,OKAP,OKpOK3952,Tubo - S,1.0,NA,NA,2,0,2,0,2,0,0,0,0,1,0,0,0,8,0.2,0.25,1,0.3333333333333333,-3.0,0,0,0,0.0875,-1.0,0.0,DC,NA,-1.0
Yanyunis,perro,Alimento,Taste Of the Wild,TapTW3132,"Sierra Mountain (Cordero Rostizado) - 2.3, kg",0.0,0.0,0.0,0,0,0,0,2,2,3,2,0,2,0,4,6,21,2.4,3.0,1,3.6666666666666665,0.8181818181818182,1,0,1,1.0499999999999998,3.0,0.0,BB,NA,3.0
nan,nan,nan,nan,Floresta,NA,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0,0.0,NA,0,0,0,0.0,NA,0.0, ,NA,NA
Yanyunis,perro,Alimento,Taste Of the Wild,TapTW2130,"High Prairie Puppy (Bisonte Asado y Venado Asado) - 6.4, kg",NA,NA,1.0,1,1,0,1,1,0,1,0,1,2,2,0,1,12,1.2,1.5,1,0.6666666666666666,4.5,1,0,1,0.5249999999999999,3.0,0.0,BC,NA,3.0
Repagro,perro,Alimento,MasQPets,MapQP3742,"Jerky Treats - 100, g",1.0,NA,NA,1,0,0,3,0,0,1,0,0,0,0,1,0,7,0.2,0.25,0,0.3333333333333333,15.0,1,1,0,1.0875,5.0,0.0,DD,NA,5.0
Nestle,gato,Alimento,Cat Chow,PugCH349,"Adultos Hogareños (Carne) - 1.5, kg",NA,2.0,2.0,0,0,0,0,1,0,0,2,0,1,2,0,2,12,1.0,1.25,0,0.6666666666666666,3.0,0,0,0,0.4375,2.0,0.0,DC,NA,2.0
Repagro,gato,Higiene,Canada Litter,NOgCL2771,"Arena Aroma Talco para Bebé - 6, kg",0.0,0.0,0.0,0,1,0,0,0,1,3,3,2,7,2,1,1,21,2.6,3.25,4,2.0,2.0,1,1,0,2.1375,4.0,0.0,CB,NA,4.0
Nestle,gato,Alimento,Felix,PugFX476,"Alimento Húmedo Pate De Pescado y Atún - 156, g",0.0,0.0,0.0,0,0,0,0,2,5,1,4,5,10,6,5,5,43,6.2,7.75,16,8.666666666666666,0.46153846153846156,14,3,1,5.7125,4.0,0.0,DB,NA,4.0
Nestle,perro,Alimento,Pro Plan,PupPP3425,"Pro Plan Exigent Razas Pequeñas - 3, kg",NA,NA,NA,1,0,3,3,0,1,0,0,0,1,3,1,3,16,1.6,2.0,3,2.3333333333333335,0.42857142857142855,3,2,1,2.7,1.0,0.0,CC,NA,1.0
Herrera & Elizondo,dos,Farmacia,zoofarma,hezoEn51,Enzy-Biotic - Frasco,0.0,0.0,0.0,0,0,0,1,3,1,0,3,2,1,4,2,0,17,1.8,2.25,1,1.0,4.0,3,0,1,0.7875,4.0,0.0,BB,NA,4.0
Mundo Pet,perro,Alimento,Natural Wild,NapNW51715,Huesos Naturales - 3 Und - 2-3,0.0,0.0,0.0,0,0,0,1,0,2,2,4,3,0,1,0,1,14,1.0,1.25,0,0.3333333333333333,0.0,0,0,0,0.4375,0.0,0.0,DC,NA,0.0
Nestle,gato,Alimento,Pro Plan,PugPP2333,"Kitten Pollo - 3, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,7,7,7,8,7,0,36,5.8,7.25,1,2.6666666666666665,1.5,6,6,0,8.5375,4.0,0.0,AA,NA,4.0
Philozoo CR,dos,Accesorios,Philozoo CR,PhpPZA1988,LICKING PAD - Celeste,0.0,0.0,0.0,0,0,0,2,1,1,2,2,1,1,1,1,1,13,1.0,1.25,5,2.3333333333333335,0.0,0,0,0,0.4375,0.0,0.0,DC,NA,0.0
Virbac,dos,Higiene,Virbac,VipVB2019,"Aquadent - 250, ml",0.0,0.0,0.0,0,0,1,1,0,0,2,3,2,2,2,3,3,19,2.4,3.0,1,2.3333333333333335,2.142857142857143,2,1,1,2.05,5.0,0.0,CB,0.0,5.0
Petoy S.A,perro,Alimento,Oh la la,OhpOL2100,"Galletas Perro - 300, g",0.0,0.0,0.0,0,0,0,2,2,0,2,1,1,1,0,0,0,9,0.4,0.5,0,0.0,NA,0,0,0,0.175,4.0,0.0,DC,NA,4.0
Natural pets,perro,Alimento,Natural Pets,NaAAl21171,Hueso Recreativo - Mediano,0.0,0.0,0.0,0,0,0,0,1,1,6,0,5,2,2,2,2,21,2.6,3.25,2,2.0,0.5,2,2,0,3.1375,1.0,0.0,DB,NA,1.0
VETIM SA,perro,Alimento,Science Diet,ScpSDW2200,"i/d Low Fat Rice, Vegetable and Chicken Stew Canino - 156, g",0.0,0.0,0.0,0,0,0,0,0,0,7,0,8,5,18,10,1,49,8.4,10.5,5,5.333333333333333,9.75,2,2,0,5.675,52.0,0.0,CA,NA,52.0
DogHood,perro,Accesorios,ZeeDog,ZepZDA1777,Brain Dead - Unica,0.0,0.0,0.0,2,0,0,0,0,2,1,2,0,1,1,2,0,11,0.8,1.0,0,0.6666666666666666,0.0,0,0,0,0.35,0.0,0.0,CC,3.0,3.0
nan,nan,nan,nan,PEpPg4224,NA,NA,NA,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
VETIM SA,perro,Alimento,Science Diet,ScpSD21555,"Senior 7+ Small Bites Chicken Meal, Barley & Rice - 6.8, kg",NA,NA,NA,1,0,0,1,0,1,2,2,2,2,0,0,2,13,1.2,1.5,0,0.6666666666666666,4.5,0,0,0,0.5249999999999999,3.0,0.0,BC,NA,3.0
VETIM SA,perro,Alimento,Science Diet,ScpSD31535,"Adult Small Bites Lamb Meal And Brown - 2.04, kg",NA,NA,1.0,1,0,1,2,0,0,0,0,2,0,0,0,1,8,0.6,0.75,2,1.0,2.0,1,0,1,0.26249999999999996,2.0,0.0,CC,NA,2.0
nan,nan,nan,nan,WapWD51884,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Suplidora Royal,gato,Alimento,Royal Canin,RogRC31270,"Gatos Hairball - 2, kg",NA,1.0,NA,0,1,0,0,0,1,1,2,2,0,1,0,1,10,0.8,1.0,0,0.3333333333333333,6.0,1,1,0,1.35,2.0,0.0,CC,NA,2.0
Virbac,perro,Alimento,Virbac,VipVC31707,"Dermatology Support - 3, kg",0.0,0.0,0.0,0,2,0,0,1,0,1,1,1,1,1,1,2,11,1.2,1.5,2,1.6666666666666667,2.4,1,0,1,0.5249999999999999,4.0,0.0,CC,0.0,4.0
BELINA,perro,Alimento,NutriSource,NupNS3318,"Seafood Libre de Granos - 2.27, kg",0.0,0.0,0.0,0,0,0,1,0,0,2,2,0,4,1,1,0,11,1.2,1.5,0,0.3333333333333333,9.0,0,0,0,0.5249999999999999,3.0,0.0,CC,0.0,3.0
Mundo Pet,perro,Accesorios,MPets,MPpMP81528,Squeaky Ball - Unica,0.0,0.0,0.0,0,0,2,1,0,1,1,0,0,0,0,0,0,5,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,1.0
BELINA,perro,Alimento,NutriSource,NupNS2311,"Grain Free Chicken And Peas (Libre de granos Pollo y Guisantes) - 6.8, kg",0.0,0.0,0.0,0,0,0,0,0,2,1,1,1,3,2,1,1,12,1.6,2.0,2,1.3333333333333333,0.75,2,0,1,0.7,1.0,0.0,BC,2.0,3.0
OKAP,perro,Accesorios,OKAP,OKpOK2941,Ocho - M,0.0,0.0,0.0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,0.0,0.0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,0.0,DD,NA,0.0
nan,nan,nan,nan,MPgMP81029,NA,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PEpPg6212,NA,NA,1.0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
BELINA,gato,Alimento,NutriSource,NugNS3307,"Cat Senior Weight - 3, kg",0.0,0.0,0.0,0,0,0,0,1,2,1,2,2,2,3,1,3,17,2.2,2.75,1,1.6666666666666667,1.2,1,0,0,0.9624999999999999,2.0,0.0,CC,0.0,2.0
OKAP,perro,Accesorios,OKAP,OKpOK2953,Tubo - M,3.0,NA,NA,1,0,1,0,0,1,0,0,0,1,1,0,0,8,0.4,0.5,0,0.0,NA,0,0,0,0.175,1.0,0.0,DD,NA,1.0
BELINA,perro,Alimento,Balance,BapBA2347,"Adulto Cordero y Arroz - 5, kg",NA,1.0,1.0,0,0,1,0,0,0,0,2,1,0,1,2,0,9,0.8,1.0,2,1.3333333333333333,1.5,1,1,0,1.35,2.0,0.0,CC,0.0,2.0
OKAP,perro,Accesorios,OKAP,OKpOK1942,Ocho - L,0.0,0.0,0.0,0,0,0,0,1,1,2,1,0,1,0,1,0,7,0.4,0.5,0,0.3333333333333333,3.0,0,0,0,0.175,1.0,0.0,DC,NA,1.0
VETIM SA,perro,Alimento,Science Diet,ScpSD31525,"Small Paws Adult 1-6 - 2, kg",0.0,0.0,0.0,0,1,0,0,0,1,3,2,2,1,2,1,3,16,1.8,2.25,1,1.6666666666666667,1.7999999999999998,2,1,1,1.7875,3.0,0.0,CC,NA,3.0
VETIM SA,perro,Alimento,Prescription Diet,ScpSD31463,"k/d Canine - 3.85, kg",NA,NA,NA,1,0,1,0,1,1,2,1,0,1,0,1,1,10,0.6,0.75,0,0.6666666666666666,1.5,1,1,0,1.2625,1.0,0.0,BC,NA,1.0
Mundo Pet,perro,Alimento,Waldo,WapWD51883,"Treats Semi Húmedos Cordero - 150, g",0.0,0.0,0.0,0,0,1,1,3,1,1,0,3,3,0,4,7,24,3.4,4.25,9,6.666666666666667,1.05,1,1,0,2.4875,7.0,0.0,DB,NA,7.0
Philozoo CR,dos,Accesorios,Philozoo CR,PhpPZA1987,LICKING PAD - Morado,0.0,0.0,0.0,0,0,2,0,1,2,1,2,0,1,2,0,1,12,0.8,1.0,2,1.0,2.0,0,0,0,0.35,2.0,0.0,DC,NA,2.0
Mundo Pet,perro,Alimento,Old Prince,OlpOPA1818,"Adulto Toda Razas Proteína Cerdo - 15, kg",0.0,0.0,0.0,0,0,1,3,2,0,0,0,1,1,4,2,3,17,2.2,2.75,2,2.3333333333333335,1.7142857142857142,2,1,1,1.9625,4.0,0.0,BC,NA,4.0
Nestle,perro,Alimento,Dog Chow,PupCH331,"Adulto Razas Minis y Pequeños (Pollo) - 4, kg",NA,NA,1.0,0,0,0,2,0,2,1,2,3,1,2,1,1,16,1.6,2.0,1,1.0,2.0,1,0,1,0.7,2.0,0.0,CB,NA,2.0
Repagro,perro,Alimento,MasQPets,MapQP1747,"Long Roll - 2, Unidades",0.0,0.0,0.0,0,0,0,2,1,2,1,2,3,0,1,0,1,13,1.0,1.25,0,0.3333333333333333,9.0,0,0,0,0.4375,3.0,0.0,DC,NA,3.0
